name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Aspire Health Alliance,,460 Quincy Avenue,,Quincy,MA,02169,617-847-1950,617-847-1914,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * FG MC MD OSF PI PCF SF SI SMHA * SS * STU * MST LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * COOT CM SPS
Bay State Community Services Inc,,1120 Hancock Street,,Quincy,MA,02169,617-471-8400 x100,,,,,SA MH SUMH * OP PHDT * OMH * NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTN * CMHG FG MC MD OSF PI SF SI SMHA * TAY SE GL VET ADM MF CJ CO DV TRMA PTSD SED SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F17 F19 F36 * VAPN * COOT CM
Quincy Center,,460 Quincy Avenue,,Quincy,MA,02169,617-801-5120,,,,,SA MH SUMH * HI PHDT * PSY * CHLOR FLUPH HALOP LOXAP PERPH ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT DBT GT IDD TELE * PVTP * MC MD MI PI SF SI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM DEC FPSY CM SPS ES
VOA Behavioral Health Services,,1419 Hancock Street,Suite 202,Quincy,MA,02169,617-770-9690,,,,,SA MH SUMH * OP * CMHC * HALOP QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT WI * PVTN * MC MD PI SF * SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT DEC FPSY ICM SEMP CM IPC SPS ES
New Life Counseling and Wellness Ctr,,400 North Main Street,,Randolph,MA,02368,781-986-4800,,,,,MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT GT IPT * CIT PEON WI * PVTP * PI SF * TAY SE GL CO TRMA PEFP PTSD SED SMI * SMOP * CHLD YAD ADLT SNR * SP FX * F19 F28 F67 * VAPP * CDM FPSY
Beth Israel Lahey Health Behavioral,Services/Solstice Day School,20 Bowlery Drive,,Rowley,MA,01969,978-726-0298,,,,,MH SUMH * OP * AT CBT GT IPT * PEON * PVTN * SEF * TAY GL TRMA PED SED * PEER * SMON * CHLD * VAPN * FPSY SEMP VRS SPS ES
Judge Baker Childrens Center,Center for Effective Therapy,53 Parker Hill Avenue,,Roxbury Crossing,MA,02120,617-278-4288,,,,,MH * OP * OMH * CBT CFT GT IPT TELE * PVTN * MD PI SF * SS * TRMA PTSD SED * SMON * CHLD YAD * VAPN * FPSY SPS
JRI Behavioral Health Center,Salem,110 Boston Street,,Salem,MA,01970,978-744-7905,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD OSF PI SF * CO TRMA PTSD SED * STU * TCC * SMON * CHLD YAD ADLT SNR * VAPN
Rockland Recovery Behavioral Health,,374 Old Post Road,Suite 202,Sharon,MA,02067,855-501-1270,,,,,SA MH SUMH * OP PHDT * PH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE * CIT PEOFF * PVTP * MHC * MI PI PCF SF * TAY SE GL VET ADM CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SMI * STU * HS PEER * TCC * SMPD * YAD ADLT SNR * AH SP * VPPD * COOT DEC FPSY IMR LAD PRS SEMP SH VRS CM IPC SPS ES
Riverside Community Care,Somerville Outpatient Center,117 Summer Street,2nd Floor,Somerville,MA,02143,617-354-2275,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT * PVTN * MC MD PI SF * GL * PEER * SMPD * CHLD YAD ADLT SNR * VPPD * SPS
Harrington Memorial Hospital,Outpatient Behavioral Health,29 Pine Street,,Southbridge,MA,01550,508-765-9167,508-765-2222,508-765-2200,,,MH * OP PHDT * OMH * NSC * CBT CFT GT IDD IPT TELE * PEOFF * PVTN * MC MD MI PI SF SI * STU * SMON * YAD ADLT SNR * AH SP FX * F42 F67 * VAPN
MENTOR South Bay,,541 Main Street,Suite 303,South Weymouth,MA,02190,781-331-7866,508-427-5362,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTP * MC MD OSF PI SF SI * STU * TCC * SMPD * CHLD YAD ADLT SNR * FX * F17 F19 * VPPD * ACT COOT FPSY SPS
Baystate Behavioral Health,Adult Outpatient,3300 Main Street,3rd Floor,Springfield,MA,01199,413-794-5555,,,,,MH SUMH * OP * OMH * ARIPI OLANZ OLANZF QUETI RISPE ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * PVTN * MC MD MI PI SF SI VAF * SE GL VET ADM MF CJ HV TRMA TBI ALZ PEFP PTSD SMI * SMON * YAD ADLT SNR * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VAPN * FPSY
Baystate Behavioral Health,Child Outpatient,3300 Main Street,"4th Floor, Suite 4-A",Springfield,MA,01199,413-794-5555,413-794-0171,,,,MH SUMH * OP * OMH * ARIPI OLANZ OLANZF QUETI RISPE ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD MI PI SF SI VAF * TAY GL MF HV TRMA PED PEFP PTSD SED * SMON * CHLD YAD * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VAPN * FPSY
Baystate Medical Center,Adult Psychiatric Treatment Unit,759 Chestnut Street,,Springfield,MA,01199,413-794-0000,413-794-5555,,,,MH SUMH * HI * IPSY * ARIPI OLANZ OLANZF QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT ECT GT IDD IPT TMS * CIT PEON WI * PVTN * MC MD MI PI SF SI VAF * SE GL VET ADM MF HV TRMA TBI PEFP PTSD SMI * STU * PEER * TCC * SMON * YAD ADLT SNR * AH SP NX FX * F4 F17 F19 F25 F28 F30 F31 F35 F36 F37 F42 F43 F47 F66 F67 F70 F81 F92 N24 N40 * VAPN * COOT DEC FPSY CM SPS
Behavioral Health Network (BHN),Liberty Street Clinic Outpatient Trt,417 Liberty Street,,Springfield,MA,01104,413-734-3151,413-246-9675,,,,SA MH SUMH * OP PHDT * OMH * CHLOR FLUPH HALOP PROCH THIOR ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * MC MD MI PI SCJJ SF * PA SS * GL CJ CO TRMA PTSD SMI * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * ACT COOT FPSY CM IPC
Brightside for Families and Children,Mercy Hospital Campus Medical Building,300 Stafford Street,Suite 310,Springfield,MA,01104,413-539-2467,413-539-2480,413-539-2468,,,MH SUMH * OP * OMH * IPT * PVTN * MD PI * SED * SMON * CHLD YAD * AH SP * VAPN * FPSY
CHD,OBHS Springfield,367 Pine Street,,Springfield,MA,01105,413-737-1426,844-243-4357,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT GT IDD IPT TELE * PEON * PVTN * CLF CMHG MC MD MI OSF PI SCJJ SEF SF SI SWFS VAF * SS * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * AH SP FX * F30 F92 * VAPN * COOT CM SPS
Clinical and Support Options Inc,,1 Federal Street,"Building 102-103, 3rd Floor",Springfield,MA,01103,413-737-9544,,,,,SA MH SUMH * OP * OMH * CLOZA RISPE ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * PEON WI * PVTN * FG MC MD MI PI SF SI VAF * TAY SE GL VET ADM MF CJ CO TRMA PTSD SED SMI * STU * TBS * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * COOT ICM CM
Community Services Institute,,1695 Main Street,Suite 400,Springfield,MA,01103,413-739-5572,413-739-5572 x205,,,,MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT EMDR GT IPT TELE * PVTP * MC MD MI PI SF SI * SS * TAY SE GL VET TRMA PTSD SED SMI * STU * TCC * SMON * CHLD YAD ADLT SNR * SP * VAPN * COOT FPSY SPS
Mentor South Bay,,140 High Street,Suite 230,Springfield,MA,01199,413-495-1500 x1500,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IPT * PVTP * MHC * MC MD PI SF SI * TAY SE GL VET CJ CO HV DV TRMA PED PEFP PTSD SED SMI * SMON * CHLD YAD ADLT SNR * VAPN * SPS
River Valley Counseling Center,Satellite Office,120 Maple Street,Suite 304,Springfield,MA,01103,413-737-2437,413-540-1234,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT TRIFL ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD MI PI SF SI SMHA * TAY GL CO HV SED * STU * TBS * TCC * SMON * CHLD YAD ADLT SNR * AH SP * VAPN * COOT FPSY SPS
VA Central Western Massachusetts,Springfield CBOC,25 Bond Street,,Springfield,MA,01104,413-584-4040 x6007,,,,,SA MH SUMH * OP * VAHC * NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * WI * FED VAMC * MC MD MI PI SF VAF * SE GL VET ADM MF CJ CO TRMA TBI ALZ PTSD SMI * STU * LABT * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * COOT DEC FPSY ICM SEMP SH VRS CM IPC SPS
Austen Riggs Center,,25 Main Street,,Stockbridge,MA,01262,413-298-5511,,,,,MH SUMH * HI OP PHDT RES * RTCA * ANTPYCH * CBT CFT GT IDD IPT * PVTN * PI SF * GL VET CO PTSD SMI * MST * PEER * TCC * SMPD * YAD ADLT SNR * VPPD * DEC FPSY PRS IPC ES
Gosnold Counseling Center,Stoughton Outpatient,909 Sumner Street,,Stoughton,MA,02072,508-584-5190,800-444-1554,,,,SA MH SUMH * OP PHDT * CBHC PH * CHLOR ARIPI BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PEON PEOFF * PVTN * ITU MC MD MI PI SCJJ SF SI * TAY SE GL CJ CO TRMA * STU * HIVT STDT TBS MST HBT HCT LABT * PEER * TCC * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY ICM CM SPS
Stevens Treatment Programs,Residential Treatment Center,24 Main Street,,Swansea,MA,02777,508-679-0183,,,,,MH SUMH * RES * ORES * ARIPI OLANZ PALIP QUETI RISPE ANTPYCH * AT CBT CFT DBT EMDR GT IPT * PVTN * CLF SCJJ SEF SMHA SWFS * TAY TRMA PTSD SED * STU * SMON * CHLD YAD * SP * VAPN * COOT FPSY PRS VRS CM SPS ES
JRI Behavioral Health Center,Southeast Behavioral Health Center,35 Summer Street,Suite 202,Taunton,MA,02780,508-828-1308,,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF * STU * SMOP * CHLD YAD ADLT SNR * AH SP * VAPP * COOT SPS
VOA Behavioral Health Services,,5 Post Office Square,,Taunton,MA,02780,508-822-4027,617-770-9690 x2,617-770-9690,,,SA MH SUMH * OP * CMHC * HALOP QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT WI * PVTN * MC MD PI SF * SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * STU * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * COOT DEC FPSY ICM SEMP CM IPC SPS ES
Marthas Vineyard Community Servs,Island Counseling Center/Outpatient,111 Edgartown Road,,Vineyard Haven,MA,02568,508-693-7900 x241,508-693-7900 x290,,,,SA MH SUMH * OP * OMH * FLUPH HALOP CLOZA RISPE NRT NSC ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT WI * PVTN * MC MD PI SF SI SMHA VAF * TAY SE GL VET ADM MF CJ CO TRMA PTSD SMI * STU * PEER * SMON * CHLD YAD ADLT SNR * SP FX * F67 * VAPN * COOT FPSY CM SPS
Riverside Community Care,Day Treatment at Wakefield,607 North Avenue,Building 18,Wakefield,MA,01880,781-246-1964 x3015,,,,,SA MH SUMH * PHDT * PH * AT CBT DBT GT IDD * PVTN * MD SF * CO PTSD SMI * PEER * SMPD * YAD ADLT SNR * VPPD * DEC PRS SPS
South Bay Community Services,,- - -,,Wakefield,MA,01880,781-851-2648,508-427-5362,,,,SA MH SUMH * OP * OMH * CFT IDD IPT * PVTP * MC MD PI SI * TAY SE GL CJ CO TRMA PTSD SED SMI * SMPD * CHLD YAD ADLT SNR * SP FX * F4 F17 * VPPD
Square Medical Group,River House,276 River Street,,Waltham,MA,02453,617-916-5069,,,,,SA MH SUMH * RES * RTCA * NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * PVTP * MC MD MI PI SF SI * CO * STU * TBS MST LABT * TCC * SMPD * YAD ADLT SNR * SP * VPPD * PRS CM ES
Behavioral Health Network (BHN),Valley Human Services Outpatient Trt,96 South Street,,Ware,MA,01082,413-301-9400,413-246-9675,,,,SA MH SUMH * OP * OMH * NSC * CBT CFT GT IDD IPT TELE * CIT * PVTN * MC MD MI PI SF * SS * GL TRMA SMI * STU * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM IPC
Institute for Health and Recovery Inc,,75 North Beacon Street,2nd Floor,Watertown,MA,02472,617-661-3991,,,,,SA MH SUMH * OP * OMH * CBT CFT IDD IPT TELE * PVTN * MC MD OSF PI SF SMHA SWFS * SS * STU * PEER * TCC * SMON * CHLD YAD ADLT SNR * SP FX * F19 * VAPN * COOT FPSY SH CM ES
Harrington Memorial Hospital,Inpatient Behavioral Health Units,340 Thompson Road,,Webster,MA,01570,508-765-9771,,,,,SA MH SUMH * HI * IPSY * CHLOR FLUPH HALOP LOXAP THIOR ARIPI CLOZA OLANZ PALIP QUETI RISPE NRT NSC ANTPYCH * GT IDD * PEOFF * PVTN * MC MD MI PI SF SI SMHA * STU * MST LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * CM SPS
Behavioral Health Network (BHN),Carson Center Westfield Outpatient Trt,77 Mill Street,,Westfield,MA,01085,413-747-0705,413-246-9675,,,,SA MH SUMH * OP * OMH * NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON * PVTN * MC MD MI PI SF * SS * GL SMI * STU * SMON * YAD ADLT SNR * AH SP * VAPN * COOT FPSY CM IPC
River Valley Counseling Center,Satellite Office,94 North Elm Street,Suites 206 and 306,Westfield,MA,01085,413-437-9294,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ THIOT TRIFL ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * PVTN * FG MC MD MI PI SF SI SMHA * TAY GL CO HV SED * STU * TBS * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * COOT FPSY CM SPS
Uplift Behavioral Health Services,,5260 Washington Street,Suite 12,West Roxbury,MA,02132,617-942-6040,,,,,SA MH SUMH * OP * OMH * ANTPYCH * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE AIM * PEON WI * PVTP * MHC * MC MD PI SF SI * SS * HS PEER * SMON * CHLD YAD ADLT SNR * SP FX * F19 F28 F67 F70 * VAPN * ACT AOT CDM COOT DEC FPSY ICM IMR LAD PRS SEMP SH TPC VRS CM IPC SPS ES
CHD,Outpatient Behavioral Health Servs,246 Park Street,,West Springfield,MA,01089,413-737-4718,844-243-4357,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT GT IDD IPT TELE * PEON * PVTN * MC MD MI PI SF SI * SS * STU * PEER * SMPD * CHLD YAD ADLT SNR * AH FX * F70 * VPPD * CM
FCP Inc,DBA Family Continuity,76 Church Street,Suite 301,Whitinsville,MA,01588,508-234-4181,,,,,SA MH SUMH * OP * CMHC * ARIPI CLOZA OLANZ QUETI RISPE ANTPYCH * AT CBT CFT GT IDD IPT TELE * PVTN * CLF CMHG MC MD PI SCJJ SF SI SMHA SWFS * SS * SED * STU * PEER * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT FPSY
Whitman Counseling Center,,288 Bedford Street,,Whitman,MA,02382,781-447-6425,,,,,SA MH SUMH * OP * OMH * THIOR BREXP CARIP CLOZA ILOPE LURAS OLANZF QUETI ANTPYCH * CBT CFT GT IDD IPT TELE * PVTN * MC MD PI SF SI * STU * SMON * CHLD YAD ADLT SNR * FX * F19 F28 F36 * VAPP * FPSY CM SPS
Like A Phoenix,,21 Cummings Park Drive,Suite 200,Woburn,MA,01801,781-305-4086,,,,,MH SUMH * OP * AT CBT CFT DBT IPT TELE * CIT * PVTP * MHC * PI SF * TAY SE GL VET ADM MF CJ TRMA PTSD SED SMI * SMOP * CHLD YAD ADLT SNR * SP FX * F4 F28 F30 * VAPP
Advanced Psych Services,,425 Lake Avenue North,Suite 101,Worcester,MA,01605,508-753-3220,,,,,SA MH SUMH * OP * OMH * CHLOR HALOP PERPH ARIPI BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE NSC ANTPYCH * CBT CFT GT IDD IPT TMS TELE AIM * PVTP * MC MD MI PI SF SI * CO SMI * STU * SMPD * YAD ADLT SNR * VPPD
Arbour Counseling Services,,411 Chandler Street,,Worcester,MA,01602,508-799-0688,,,,,SA MH SUMH * OP PHDT * MSMH * ANTPYCH * AT CBT CRT CFT GT IDD IPT TELE AIM * PVTP * MC MD PI SF SI * SS * STU * TCC * SMPD * CHLD YAD ADLT SNR * SP * VPPD * COOT DEC FPSY PRS VRS SPS
Central Mass Clinical Associates Inc,Choices,108 Grove Street,Suite 205,Worcester,MA,01605,508-901-9930,508-901-9930 x1,,,,SA MH SUMH * OP * MSMH * NRT * AT CBT CFT DBT GT IDD IPT TELE * CIT * PVTP * CLF CMHG CSBG ITU MC MD OSF PI SCJJ SEF SF SI SMHA SWFS VAF * PA * TAY GL VET ADM MF CJ CO HV TRMA TBI PED PTSD SED SMI * STU * HS PEER * TCC * SMON * CHLD YAD * AH SP FX * F4 F17 F25 F35 F36 F43 F66 F67 F70 F92 * VAPN * ACT CDM COOT DEC FPSY ICM IMR LAD PRS SEMP SH TPC VRS CM IPC SPS ES
Eleanor Health Worcester,,- - -,,Worcester,MA,01605,774-460-8436,,,,,SA MH SUMH * OP * OMH * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * PVTP * MC MD MI PI PCF SF SI SMHA * STU * PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * FPSY CM
LUK Inc,Outreach Site,40 Southbridge Street,4th Floor,Worcester,MA,01608,508-762-3200,978-829-2222,800-579-0000,,,SA MH SUMH * OP * AT CBT CFT GT IDD IPT TELE * CIT PEOFF * PVTN * FQHC * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * SE GL VET ADM MF CJ CO HV TRMA TBI PED PTSD SED SMI * PEER * SMPD * CHLD ADLT SNR * SP * VAPN * CM SPS ES
Mentor SouthBay,Sevita,324 Clark Street,Rear Building,Worcester,MA,01606,508-791-4976 x1253,508-427-5362,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTP * MC MD MI OSF PI SF SI * CO * STU * TCC * SMPD * CHLD YAD ADLT SNR * AH SP * VPPD * COOT FPSY TPC SPS
Multicultural Wellness Center Inc,,10 Winthrop Street,3rd Floor,Worcester,MA,01604,508-752-4665,508-752-4665 x101,508-752-4665 x103,,,SA MH SUMH * OP * CMHC * CBT CFT DBT GT IDD IPT TELE * PVTN * MC MD PI SF * TAY SE CO SED SMI * STU * PEER * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F17 F19 * VAPN * FPSY
Open Sky Community Services,Ives House Residence,- - -,,Worcester,MA,01610,508-757-8636,,508-755-0333,,,MH * RES * AT CBT CFT DBT GT IPT * PVTN * PI SMHA SWFS * TAY GL MF TRMA PED PTSD SED * PEER * SMON * CHLD YAD * SP FX * F19 * VAPN * DEC FPSY IMR PRS SEMP VRS SPS
VA Central Western Massachusetts,Worcester CBOC,403 Belmont Street,1st Floor,Worcester,MA,01605,413-856-0104 x6600,413-584-4040 x6600,,,,SA MH SUMH * OP * VAHC * NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE * WI * FED VAMC * MC MD MI PI SF VAF * SE GL VET ADM MF CJ CO TRMA TBI ALZ PTSD SMI * STU * LABT * HS PEER * TCC * SMON * YAD ADLT SNR * VAPN * COOT DEC FPSY SEMP SH VRS CM IPC SPS
Youth Opportunities Upheld Inc,Seven Hills Behavioral Health,135 Gold Star Boulevard,,Worcester,MA,01606,508-459-6400,855-496-8462,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * PVTN * MC MD MI PI SF SI SWFS * TAY GL CO TRMA PTSD SED SMI * STU * PEER * SMON * CHLD YAD ADLT SNR * AH SP FX * F4 F28 * VAPN * FPSY CM SPS
Parkside Family Counseling LLC,,805 West Maumee Street,,Adrian,MI,49221,517-266-8880,,,,,SA MH SUMH * OP * OMH * CBT CFT EMDR GT IDD IPT TELE * PVTP * MHC * CMHG MD PI SCJJ SF SWFS * TRMA PED * STU * PEER * SMPD * CHLD YAD ADLT SNR * VPPD * COOT CM ES
Calhoun County CMHA,DBA Summit Pointe Albion,301 East Michigan Avenue,,Albion,MI,49224,517-629-5531,269-966-1460,,,,SA MH SUMH * OP * CMHC * CBT CFT DBT GT IDD IPT * CIT PEON WI * STG * CMHG CSBG MC MD MI PI SF SI SMHA SWFS * SS * TAY SE GL VET ADM MF CO TRMA TBI PED PTSD SED SMI * PEER * SMPD * CHLD YAD ADLT SNR * AH * VPPD * COOT FPSY IMR SEMP SH CM SPS
Allegan County CMH Services,,540 Jenner Drive,,Allegan,MI,49010,269-673-6617,,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEOFF * LCCG * CLF CMHG FG MC MD OSF PI SF SMHA * PA SS * SED SMI * STU * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * VAPN * ACT AOT COOT DEC FPSY ICM IMR SEMP CM IPC
Aleda E Lutz VAMC,Alpena CBOC,180 North State Avenue,,Alpena,MI,49707,989-356-8720,989-497-2500 x1959,,,,SA MH SUMH * OP * VAHC * FLUPH HALOP THIOT ARIPI CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT WI * FED VAMC * MI PI VAF * GL VET CJ CO HV TRMA TBI PED PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH SP * VAPN * CDM COOT DEC FPSY IMR SH CM IPC SPS ES
MidMichigan Medical Center/Alpena,Behavioral Health,1501 West Chisholm Street,,Alpena,MI,49707,989-356-7258,,,,,MH SUMH * HI OP * IPSY * HALOP ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE NRT NSC ANTPYCH * AT CBT CFT DBT GT IPT TELE * PEON WI * PVTN * ITU MC MD MI PI SCJJ SF SI SMHA VAF * SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SMI * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * YAD ADLT SNR * AH * VAPN * COOT DEC FPSY SPS
Heron Ridge Associated PLC,Ann Arbor,1785 West Stadium Boulevard,Suite 205,Ann Arbor,MI,48103,734-913-1093,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT IDD IPT * PVTP * MHC * MC MI PI SF * SMON * CHLD YAD ADLT SNR * VAPN
Workit Health MI,,3300 Washtenaw Avenue,Suite 280,Ann Arbor,MI,48104,734-292-4020,,,,,SA MH SUMH * OP * OMH * NRT NSC * CBT GT IDD TELE * PVTP * MC MD PI SF SMHA * PA * GL CO HV TRMA * STU * HBT HCT * TCC * SMOP * YAD ADLT SNR * VAPP * CDM DEC CM IPC
Easter Seals Michigan,Family Services,2399 East Walton Boulevard,,Auburn Hills,MI,48326,248-475-6300,,248-475-6400,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT CRT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG FG MC MD MI PI PCF SF SMHA * TAY GL MF CJ CO DV TRMA PED PTSD SED * STU * TBS MST LABT * TCC * SMPD * CHLD YAD * AH SP * VAPN * COOT DEC FPSY ICM CM SPS
Aleda E Lutz VAMC,Bad Axe CBOC,1142 South Van Dyke Road,Suite 100,Bad Axe,MI,48413,989-269-7445,989-497-2500 x11959,,,,SA MH SUMH * OP * VAHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON WI * FED VAMC * VAF * GL VET CJ CO DV TRMA TBI PTSD SMI * STU * HIVT STDT MST HBT HCT LABT * HS PEER * TCC * SMON * YAD ADLT SNR * AH * VAPN * CDM COOT DEC FPSY IMR SH CM IPC SPS ES
Huron Behavioral Health,,1375 R Dale Wertz Drive,,Bad Axe,MI,48413,989-269-9293,,,,,MH SUMH * OP * CMHC * CHLOR FLUPH HALOP LOXAP PIMOZ THIOT THIOR ARIPI ASENA BREXP CARIP CLOZA OLANZ OLANZF PALIP QUETI RISPE NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CLF CMHG CSBG FG MC MD MI OSF PI SF SI SMHA * TAY SE CO TRMA PTSD SED SMI * STU * HS PEER * TCC * SMON * CHLD YAD ADLT SNR * AH * VAPN * ACT AOT COOT DEC FPSY ICM IMR SEMP VRS CM IPC SPS ES
